Imatest-style,Python Release,,Random
File,OV13b10_AG15.5_ET2800_deadleaf_12M_60_denoised_A_model_mixup015.raw
Run date,07-Apr-2026 15:42:19,,Release

Image pixels (WxH),4032,3024
Crop,1672,1654
L R T B,1207,2860,639,2310
pixels/in,0
pixels/mm,0
um/pixel,0
MTF30,0.117 Cy/Pxl,Secondary readout

Table of MTF
f (c/p),f (C/P),MTF,MTF w/noise,Noise PSD,S+N PSD,Signal PSD,,Seg 1
0.0027,0.0027,2.1299,2.1296,0.0000873,31.0884871,31.0883998,,2.1299
0.0131,0.0131,1.1620,1.1619,0.0001218,1.0224530,1.0223311,,1.1620
0.0236,0.0236,1.0000,1.0000,0.0000655,0.3024682,0.3024027,,1.0000
0.0341,0.0341,0.8749,0.8749,0.0000403,0.1264850,0.1264447,,0.8749
0.0445,0.0445,0.7815,0.7816,0.0000319,0.0639923,0.0639604,,0.7815
0.0550,0.0550,0.6686,0.6687,0.0000223,0.0324294,0.0324071,,0.6686
0.0655,0.0655,0.6052,0.6053,0.0000149,0.0195052,0.0194903,,0.6052
0.0759,0.0759,0.5177,0.5179,0.0000115,0.0109281,0.0109166,,0.5177
0.0864,0.0864,0.4548,0.4551,0.0000102,0.0066657,0.0066555,,0.4548
0.0969,0.0969,0.4052,0.4056,0.0000101,0.0042872,0.0042771,,0.4052
0.1073,0.1073,0.3350,0.3357,0.0000094,0.0024240,0.0024146,,0.3350
0.1178,0.1178,0.2968,0.2976,0.0000084,0.0015992,0.0015908,,0.2968
0.1283,0.1283,0.2550,0.2560,0.0000084,0.0010071,0.0009987,,0.2550
0.1387,0.1387,0.2157,0.2170,0.0000079,0.0006231,0.0006152,,0.2157
0.1492,0.1492,0.1842,0.1857,0.0000065,0.0003963,0.0003898,,0.1842
0.1597,0.1597,0.1604,0.1621,0.0000055,0.0002649,0.0002594,,0.1604
0.1701,0.1701,0.1417,0.1439,0.0000055,0.0001845,0.0001790,,0.1417
0.1806,0.1806,0.1285,0.1310,0.0000053,0.0001360,0.0001308,,0.1285
0.1911,0.1911,0.1167,0.1196,0.0000050,0.0001016,0.0000966,,0.1167
0.2015,0.2015,0.1106,0.1135,0.0000042,0.0000823,0.0000781,,0.1106
0.2120,0.2120,0.1035,0.1069,0.0000042,0.0000660,0.0000618,,0.1035
0.2225,0.2225,0.0986,0.1019,0.0000035,0.0000544,0.0000509,,0.0986
0.2329,0.2329,0.0940,0.0976,0.0000033,0.0000456,0.0000423,,0.0940
0.2434,0.2434,0.0903,0.0938,0.0000029,0.0000386,0.0000357,,0.0903
0.2539,0.2539,0.0851,0.0890,0.0000027,0.0000319,0.0000291,,0.0851
0.2644,0.2644,0.0831,0.0875,0.0000028,0.0000284,0.0000256,,0.0831
0.2748,0.2748,0.0831,0.0876,0.0000026,0.0000263,0.0000236,,0.0831
0.2853,0.2853,0.0811,0.0856,0.0000024,0.0000232,0.0000208,,0.0811
0.2958,0.2958,0.0796,0.0841,0.0000021,0.0000208,0.0000187,,0.0796
0.3062,0.3062,0.0766,0.0813,0.0000021,0.0000182,0.0000161,,0.0766
0.3167,0.3167,0.0745,0.0796,0.0000020,0.0000162,0.0000142,,0.0745
0.3272,0.3272,0.0791,0.0837,0.0000018,0.0000168,0.0000150,,0.0791
0.3376,0.3376,0.0737,0.0785,0.0000016,0.0000138,0.0000122,,0.0737
0.3481,0.3481,0.0705,0.0753,0.0000015,0.0000119,0.0000105,,0.0705
0.3586,0.3586,0.0690,0.0737,0.0000013,0.0000108,0.0000094,,0.0690
0.3690,0.3690,0.0682,0.0727,0.0000012,0.0000099,0.0000087,,0.0682
0.3795,0.3795,0.0645,0.0693,0.0000011,0.0000084,0.0000073,,0.0645
0.3900,0.3900,0.0635,0.0679,0.0000010,0.0000077,0.0000067,,0.0635
0.4004,0.4004,0.0621,0.0657,0.0000007,0.0000068,0.0000061,,0.0621
0.4109,0.4109,0.0602,0.0637,0.0000006,0.0000060,0.0000054,,0.0602
0.4214,0.4214,0.0593,0.0628,0.0000006,0.0000056,0.0000050,,0.0593
0.4318,0.4318,0.0579,0.0612,0.0000005,0.0000050,0.0000045,,0.0579
0.4423,0.4423,0.0564,0.0594,0.0000004,0.0000045,0.0000041,,0.0564
0.4528,0.4528,0.0554,0.0583,0.0000004,0.0000041,0.0000037,,0.0554
0.4632,0.4632,0.0577,0.0602,0.0000003,0.0000042,0.0000038,,0.0577
0.4737,0.4737,0.0558,0.0584,0.0000003,0.0000038,0.0000034,,0.0558
0.4842,0.4842,0.0514,0.0536,0.0000002,0.0000030,0.0000028,,0.0514
0.4947,0.4947,0.0512,0.0532,0.0000002,0.0000028,0.0000026,,0.0512
0.5051,0.5051,0.0497,0.0516,0.0000002,0.0000026,0.0000024,,0.0497
0.5156,0.5156,0.0510,0.0525,0.0000001,0.0000025,0.0000024,,0.0510
0.5261,0.5261,0.0518,0.0530,0.0000001,0.0000025,0.0000024,,0.0518
0.5365,0.5365,0.0523,0.0532,0.0000001,0.0000024,0.0000023,,0.0523
0.5470,0.5470,0.0520,0.0528,0.0000001,0.0000023,0.0000022,,0.0520
0.5575,0.5575,0.0509,0.0516,0.0000001,0.0000021,0.0000020,,0.0509
0.5679,0.5679,0.0518,0.0525,0.0000001,0.0000021,0.0000020,,0.0518
0.5784,0.5784,0.0501,0.0506,0.0000000,0.0000018,0.0000018,,0.0501
0.5889,0.5889,0.0477,0.0481,0.0000000,0.0000016,0.0000016,,0.0477
0.5993,0.5993,0.0449,0.0453,0.0000000,0.0000014,0.0000013,,0.0449
0.6098,0.6098,0.0393,0.0396,0.0000000,0.0000010,0.0000010,,0.0393
0.6203,0.6203,0.0337,0.0340,0.0000000,0.0000007,0.0000007,,0.0337
0.6307,0.6307,0.0258,0.0262,0.0000000,0.0000004,0.0000004,,0.0258
0.6412,0.6412,0.0175,0.0180,0.0000000,0.0000002,0.0000002,,0.0175
0.6517,0.6517,0.0101,0.0109,0.0000000,0.0000001,0.0000001,,0.0101
0.6621,0.6621,0.0084,0.0091,0.0000000,0.0000000,0.0000000,,0.0084

MTFnn C/P,Mean, Seg 1,
MTF70 C/P,0.0521,0.0521,
MTF50 C/P,0.0789,0.0789,
MTF30 C/P,0.1169,0.1169,
MTF20 C/P,0.1439,0.1439,
MTF10 C/P,0.2194,0.2194,
MTFnnP C/P,Mean, Seg 1,
MTF70P C/P,0.0521,0.0521,
MTF50P C/P,0.0789,0.0789,
MTF30P C/P,0.1169,0.1169,
MTF20P C/P,0.1439,0.1439,
MTF10P C/P,0.2194,0.2194,
Undersharpening %,0.000

Acutance (CPIQ),Region,1 of 1
Print height ,Viewing dist (cm),Acutance
40,1.00,0.00
40,2.00,0.00
40,3.00,0.00
40,4.00,0.01
40,5.00,0.01
40,6.00,0.01
40,7.00,0.01
40,8.00,0.02
40,9.00,0.02
40,10.00,0.02
40,11.00,0.03
40,12.00,0.03
40,13.00,0.03
40,14.00,0.04
40,15.00,0.04
40,16.00,0.05
40,17.00,0.05
40,18.00,0.06
40,19.00,0.06
40,20.00,0.06
40,21.00,0.07
