Imatest,5.1.36,,Random
File,OV13b10_AG1_ET40000_deadleaf_12M_1_denoised_A_model_mixup04.raw
Run date,24-Mar-2026 11:19:08,,Build 2020-01-08

Image pixels (WxH),4032,3024
Crop,1674,1656
L R T B, 1194,2867,646,2301
pixels/in,0
pixels/mm,0
um/pixel,0
MTF30,0.144 Cy/Pxl,Secondary readout

Table of MTF
f (c/p),f (C/P),MTF,MTF w/noise,Noise PSD,S+N PSD,Signal PSD,,Seg 1
 0.0020,   0.0020, 0.8467, 0.8470, 0.0099180, 1.0000000, 0.9900820,, 0.8467
 0.0098,   0.0098, 0.9354, 0.9510, 0.0099180, 0.2393257, 0.2294077,, 0.9354
 0.0177,   0.0177, 1.0000, 1.0000, 0.0008813, 0.0961208, 0.0952395,, 1.0000
 0.0256,   0.0256, 0.9297, 0.9271, 0.0001509, 0.0422631, 0.0421122,, 0.9297
 0.0335,   0.0335, 0.8739, 0.8714, 0.0000758, 0.0225803, 0.0225045,, 0.8739
 0.0413,   0.0413, 0.8127, 0.8108, 0.0000595, 0.0130852, 0.0130257,, 0.8127
 0.0492,   0.0492, 0.7530, 0.7508, 0.0000266, 0.0080345, 0.0080079,, 0.7530
 0.0571,   0.0571, 0.7106, 0.7086, 0.0000196, 0.0053780, 0.0053584,, 0.7106
 0.0649,   0.0649, 0.6436, 0.6426, 0.0000203, 0.0034426, 0.0034223,, 0.6436
 0.0728,   0.0728, 0.5878, 0.5868, 0.0000130, 0.0022986, 0.0022855,, 0.5878
 0.0807,   0.0807, 0.5343, 0.5336, 0.0000102, 0.0015562, 0.0015460,, 0.5343
 0.0886,   0.0886, 0.4930, 0.4932, 0.0000110, 0.0011083, 0.0010973,, 0.4930
 0.0964,   0.0964, 0.4497, 0.4498, 0.0000075, 0.0007803, 0.0007728,, 0.4497
 0.1043,   0.1043, 0.4189, 0.4196, 0.0000073, 0.0005823, 0.0005751,, 0.4189
 0.1122,   0.1122, 0.3861, 0.3875, 0.0000071, 0.0004305, 0.0004234,, 0.3861
 0.1201,   0.1201, 0.3588, 0.3606, 0.0000061, 0.0003261, 0.0003201,, 0.3588
 0.1279,   0.1279, 0.3328, 0.3353, 0.0000061, 0.0002489, 0.0002429,, 0.3328
 0.1358,   0.1358, 0.3216, 0.3245, 0.0000055, 0.0002072, 0.0002017,, 0.3216
 0.1437,   0.1437, 0.3003, 0.3041, 0.0000055, 0.0001628, 0.0001573,, 0.3003
 0.1516,   0.1516, 0.2877, 0.2914, 0.0000046, 0.0001346, 0.0001300,, 0.2877
 0.1594,   0.1594, 0.2702, 0.2749, 0.0000046, 0.0001084, 0.0001037,, 0.2702
 0.1673,   0.1673, 0.2590, 0.2640, 0.0000042, 0.0000908, 0.0000866,, 0.2590
 0.1752,   0.1752, 0.2452, 0.2510, 0.0000040, 0.0000750, 0.0000709,, 0.2452
 0.1831,   0.1831, 0.2353, 0.2413, 0.0000037, 0.0000635, 0.0000599,, 0.2353
 0.1909,   0.1909, 0.2273, 0.2346, 0.0000039, 0.0000553, 0.0000514,, 0.2273
 0.1988,   0.1988, 0.2207, 0.2293, 0.0000040, 0.0000487, 0.0000447,, 0.2207
 0.2067,   0.2067, 0.2117, 0.2204, 0.0000036, 0.0000417, 0.0000381,, 0.2117
 0.2146,   0.2146, 0.2034, 0.2141, 0.0000039, 0.0000365, 0.0000327,, 0.2034
 0.2224,   0.2224, 0.2003, 0.2110, 0.0000035, 0.0000330, 0.0000295,, 0.2003
 0.2303,   0.2303, 0.1915, 0.2030, 0.0000034, 0.0000285, 0.0000252,, 0.1915
 0.2382,   0.2382, 0.1873, 0.2001, 0.0000034, 0.0000259, 0.0000225,, 0.1873
 0.2461,   0.2461, 0.1796, 0.1936, 0.0000033, 0.0000228, 0.0000194,, 0.1796
 0.2539,   0.2539, 0.1773, 0.1952, 0.0000040, 0.0000217, 0.0000178,, 0.1773
 0.2618,   0.2618, 0.1699, 0.1879, 0.0000036, 0.0000189, 0.0000154,, 0.1699
 0.2697,   0.2697, 0.1675, 0.1851, 0.0000033, 0.0000174, 0.0000141,, 0.1675
 0.2776,   0.2776, 0.1674, 0.1870, 0.0000035, 0.0000167, 0.0000133,, 0.1674
 0.2854,   0.2854, 0.1636, 0.1825, 0.0000031, 0.0000151, 0.0000120,, 0.1636
 0.2933,   0.2933, 0.1603, 0.1799, 0.0000030, 0.0000139, 0.0000109,, 0.1603
 0.3012,   0.3012, 0.1537, 0.1762, 0.0000031, 0.0000126, 0.0000095,, 0.1537
 0.3091,   0.3091, 0.1530, 0.1786, 0.0000034, 0.0000123, 0.0000090,, 0.1530
 0.3169,   0.3169, 0.1506, 0.1791, 0.0000035, 0.0000118, 0.0000083,, 0.1506
 0.3248,   0.3248, 0.1475, 0.1741, 0.0000031, 0.0000106, 0.0000075,, 0.1475
 0.3327,   0.3327, 0.1502, 0.1766, 0.0000029, 0.0000104, 0.0000075,, 0.1502
 0.3406,   0.3406, 0.1440, 0.1752, 0.0000032, 0.0000098, 0.0000065,, 0.1440
 0.3484,   0.3484, 0.1464, 0.1757, 0.0000029, 0.0000094, 0.0000065,, 0.1464
 0.3563,   0.3563, 0.1454, 0.1795, 0.0000033, 0.0000094, 0.0000061,, 0.1454
 0.3642,   0.3642, 0.1446, 0.1815, 0.0000034, 0.0000092, 0.0000058,, 0.1446
 0.3721,   0.3721, 0.1424, 0.1790, 0.0000032, 0.0000086, 0.0000054,, 0.1424
 0.3799,   0.3799, 0.1465, 0.1833, 0.0000032, 0.0000086, 0.0000055,, 0.1465
 0.3878,   0.3878, 0.1483, 0.1846, 0.0000030, 0.0000084, 0.0000054,, 0.1483
 0.3957,   0.3957, 0.1502, 0.1872, 0.0000030, 0.0000083, 0.0000053,, 0.1502
 0.4036,   0.4036, 0.1587, 0.1943, 0.0000029, 0.0000086, 0.0000057,, 0.1587
 0.4114,   0.4114, 0.1632, 0.1988, 0.0000029, 0.0000086, 0.0000058,, 0.1632
 0.4193,   0.4193, 0.1760, 0.2112, 0.0000029, 0.0000094, 0.0000065,, 0.1760
 0.4272,   0.4272, 0.1850, 0.2192, 0.0000029, 0.0000097, 0.0000069,, 0.1850
 0.4351,   0.4351, 0.1969, 0.2326, 0.0000031, 0.0000106, 0.0000075,, 0.1969
 0.4429,   0.4429, 0.2191, 0.2569, 0.0000035, 0.0000125, 0.0000090,, 0.2191
 0.4508,   0.4508, 0.2395, 0.2737, 0.0000033, 0.0000137, 0.0000104,, 0.2395
 0.4587,   0.4587, 0.2664, 0.2978, 0.0000032, 0.0000156, 0.0000124,, 0.2664
 0.4665,   0.4665, 0.3017, 0.3273, 0.0000029, 0.0000182, 0.0000153,, 0.3017
 0.4744,   0.4744, 0.3439, 0.3702, 0.0000033, 0.0000226, 0.0000193,, 0.3439
 0.4823,   0.4823, 0.3948, 0.4176, 0.0000032, 0.0000278, 0.0000246,, 0.3948
 0.4902,   0.4902, 0.4670, 0.4869, 0.0000032, 0.0000366, 0.0000333,, 0.4670
 0.4980,   0.4980, 0.5396, 0.5904, 0.0000090, 0.0000521, 0.0000431,, 0.5396

MTFnn C/P, Mean,  Seg 1,
MTF70 C/P,0.0583, 0.0583, 
MTF50 C/P,0.0872, 0.0872, 
MTF30 C/P,0.1439, 0.1439, 
MTF20 C/P,0.2227, 0.2227, 
MTF10 C/P,0.0000, 0.0000, 
MTFnnP C/P, Mean,  Seg 1,
MTF70P C/P,0.0583, 0.0583, 
MTF50P C/P,0.0872, 0.0872, 
MTF30P C/P,0.1439, 0.1439, 
MTF20P C/P,0.2227, 0.2227, 
MTF10P C/P,0.0000, 0.0000, 
Undersharpening %,26.388

Acutance (CPIQ), Region, 1 of 1
Print height ,Viewing dist (cm),Acutance
   40,  1.00,  0.00
   40,  2.00,  0.00
   40,  3.00,  0.01
   40,  4.00,  0.01
   40,  5.00,  0.02
   40,  6.00,  0.02
   40,  7.00,  0.03
   40,  8.00,  0.04
   40,  9.00,  0.04
   40, 10.00,  0.05
   40, 11.00,  0.06
   40, 12.00,  0.06
   40, 13.00,  0.07
   40, 14.00,  0.08
   40, 15.00,  0.08
   40, 16.00,  0.09
   40, 17.00,  0.10
   40, 18.00,  0.11
   40, 19.00,  0.11
   40, 20.00,  0.12
   40, 21.00,  0.13
   40, 22.00,  0.14
   40, 23.00,  0.14
   40, 24.00,  0.15
   40, 25.00,  0.16
   40, 26.00,  0.16
   40, 27.00,  0.17
   40, 28.00,  0.18
   40, 29.00,  0.19
   40, 30.00,  0.19
   40, 31.00,  0.20
   40, 32.00,  0.21
   40, 33.00,  0.21
   40, 34.00,  0.22
   40, 35.00,  0.23
   40, 36.00,  0.23
   40, 37.00,  0.24
   40, 38.00,  0.25
   40, 39.00,  0.25
   40, 40.00,  0.26
   40, 41.00,  0.26
   40, 42.00,  0.27
   40, 43.00,  0.28
   40, 44.00,  0.28
   40, 45.00,  0.29
   40, 46.00,  0.29
   40, 47.00,  0.30
   40, 48.00,  0.31
   40, 49.00,  0.31
   40, 50.00,  0.32
   40, 51.00,  0.32
   40, 52.00,  0.33
   40, 53.00,  0.33
   40, 54.00,  0.34
   40, 55.00,  0.34
   40, 56.00,  0.35
   40, 57.00,  0.35
   40, 58.00,  0.36
   40, 59.00,  0.37
   40, 60.00,  0.37
   40, 61.00,  0.38
   40, 62.00,  0.38
   40, 63.00,  0.39
   40, 64.00,  0.39
   40, 65.00,  0.39
   40, 66.00,  0.40
   40, 67.00,  0.40
   40, 68.00,  0.41
   40, 69.00,  0.41
   40, 70.00,  0.42
   40, 71.00,  0.42
   40, 72.00,  0.43
   40, 73.00,  0.43
   40, 74.00,  0.44
   40, 75.00,  0.44
   40, 76.00,  0.44
   40, 77.00,  0.45
   40, 78.00,  0.45
   40, 79.00,  0.46
   40, 80.00,  0.46
   40, 81.00,  0.46
   40, 82.00,  0.47
   40, 83.00,  0.47
   40, 84.00,  0.48
   40, 85.00,  0.48
   40, 86.00,  0.48
   40, 87.00,  0.49
   40, 88.00,  0.49
   40, 89.00,  0.49
   40, 90.00,  0.50
   40, 91.00,  0.50
   40, 92.00,  0.51
   40, 93.00,  0.51
   40, 94.00,  0.51
   40, 95.00,  0.52
   40, 96.00,  0.52
   40, 97.00,  0.52
   40, 98.00,  0.53
   40, 99.00,  0.53
   40,100.00,  0.53
Use unnormalized MTF for Acutance calculation
CPIQ Results
Computer Monitor Acutance,0.321,
Computer Monitor Quality Loss,26.720,
5.5" Phone Display Acutance,0.783,
5.5" Phone Display Quality Loss,2.397,
UHDTV Display Acutance,0.458,
UHDTV Display Quality Loss,16.568,
Small Print Acutance,0.502,
Small Print Quality Loss,13.842,
Large Print Acutance,0.440,
Large Print Quality Loss,17.752,
Gamma, 0.5
Color channel, R
Max detected f (c/p), 0.498

Exif data












































































































































































































































































































