Imatest,5.1.36,,Random
File,OV13b10_AG8_ET5500_deadleaf_12M_40_denoised_A_model_mixup04.raw
Run date,24-Mar-2026 11:19:08,,Build 2020-01-08

Image pixels (WxH),4032,3024
Crop,1667,1652
L R T B, 1195,2861,648,2299
pixels/in,0
pixels/mm,0
um/pixel,0
MTF30,0.139 Cy/Pxl,Secondary readout

Table of MTF
f (c/p),f (C/P),MTF,MTF w/noise,Noise PSD,S+N PSD,Signal PSD,,Seg 1
 0.0020,   0.0020, 0.8557, 0.8547, 0.0094501, 1.0000000, 0.9905499,, 0.8557
 0.0098,   0.0098, 0.9363, 0.9502, 0.0094501, 0.2334355, 0.2239854,, 0.9363
 0.0177,   0.0177, 1.0000, 1.0000, 0.0011000, 0.0929942, 0.0918942,, 1.0000
 0.0256,   0.0256, 0.9301, 0.9278, 0.0002771, 0.0409164, 0.0406393,, 0.9301
 0.0335,   0.0335, 0.8687, 0.8665, 0.0001461, 0.0216021, 0.0214559,, 0.8687
 0.0413,   0.0413, 0.8062, 0.8059, 0.0001395, 0.0125070, 0.0123675,, 0.8062
 0.0492,   0.0492, 0.7388, 0.7389, 0.0000912, 0.0075218, 0.0074306,, 0.7388
 0.0571,   0.0571, 0.6942, 0.6944, 0.0000621, 0.0049903, 0.0049282,, 0.6942
 0.0649,   0.0649, 0.6337, 0.6356, 0.0000581, 0.0032562, 0.0031981,, 0.6337
 0.0728,   0.0728, 0.5690, 0.5720, 0.0000473, 0.0021109, 0.0020636,, 0.5690
 0.0807,   0.0807, 0.5168, 0.5211, 0.0000404, 0.0014347, 0.0013943,, 0.5168
 0.0886,   0.0886, 0.4743, 0.4812, 0.0000407, 0.0010198, 0.0009791,, 0.4743
 0.0964,   0.0964, 0.4318, 0.4389, 0.0000313, 0.0007183, 0.0006870,, 0.4318
 0.1043,   0.1043, 0.3998, 0.4093, 0.0000304, 0.0005352, 0.0005048,, 0.3998
 0.1122,   0.1122, 0.3657, 0.3780, 0.0000296, 0.0003957, 0.0003660,, 0.3657
 0.1201,   0.1201, 0.3414, 0.3554, 0.0000271, 0.0003063, 0.0002792,, 0.3414
 0.1279,   0.1279, 0.3187, 0.3332, 0.0000228, 0.0002376, 0.0002148,, 0.3187
 0.1358,   0.1358, 0.3062, 0.3253, 0.0000251, 0.0002013, 0.0001762,, 0.3062
 0.1437,   0.1437, 0.2886, 0.3102, 0.0000237, 0.0001638, 0.0001400,, 0.2886
 0.1516,   0.1516, 0.2756, 0.2998, 0.0000227, 0.0001376, 0.0001149,, 0.2756
 0.1594,   0.1594, 0.2516, 0.2818, 0.0000233, 0.0001100, 0.0000867,, 0.2516
 0.1673,   0.1673, 0.2462, 0.2762, 0.0000207, 0.0000962, 0.0000754,, 0.2462
 0.1752,   0.1752, 0.2356, 0.2686, 0.0000199, 0.0000830, 0.0000631,, 0.2356
 0.1831,   0.1831, 0.2280, 0.2620, 0.0000182, 0.0000724, 0.0000542,, 0.2280
 0.1909,   0.1909, 0.2219, 0.2598, 0.0000183, 0.0000655, 0.0000472,, 0.2219
 0.1988,   0.1988, 0.2182, 0.2611, 0.0000189, 0.0000611, 0.0000421,, 0.2182
 0.2067,   0.2067, 0.2108, 0.2534, 0.0000168, 0.0000533, 0.0000364,, 0.2108
 0.2146,   0.2146, 0.2013, 0.2486, 0.0000168, 0.0000476, 0.0000308,, 0.2013
 0.2224,   0.2224, 0.2027, 0.2520, 0.0000164, 0.0000455, 0.0000291,, 0.2027
 0.2303,   0.2303, 0.1963, 0.2478, 0.0000156, 0.0000411, 0.0000255,, 0.1963
 0.2382,   0.2382, 0.1977, 0.2514, 0.0000154, 0.0000396, 0.0000242,, 0.1977
 0.2461,   0.2461, 0.1916, 0.2492, 0.0000151, 0.0000364, 0.0000213,, 0.1916
 0.2539,   0.2539, 0.1821, 0.2516, 0.0000168, 0.0000349, 0.0000181,, 0.1821
 0.2618,   0.2618, 0.1832, 0.2515, 0.0000156, 0.0000328, 0.0000172,, 0.1832
 0.2697,   0.2697, 0.1806, 0.2518, 0.0000152, 0.0000310, 0.0000158,, 0.1806
 0.2776,   0.2776, 0.1834, 0.2575, 0.0000153, 0.0000306, 0.0000154,, 0.1834
 0.2854,   0.2854, 0.1824, 0.2550, 0.0000141, 0.0000284, 0.0000144,, 0.1824
 0.2933,   0.2933, 0.1823, 0.2604, 0.0000145, 0.0000281, 0.0000136,, 0.1823
 0.3012,   0.3012, 0.1873, 0.2608, 0.0000131, 0.0000267, 0.0000136,, 0.1873
 0.3091,   0.3091, 0.1875, 0.2652, 0.0000133, 0.0000263, 0.0000130,, 0.1875
 0.3169,   0.3169, 0.1786, 0.2693, 0.0000146, 0.0000258, 0.0000112,, 0.1786
 0.3248,   0.3248, 0.1828, 0.2719, 0.0000138, 0.0000250, 0.0000112,, 0.1828
 0.3327,   0.3327, 0.1794, 0.2738, 0.0000139, 0.0000242, 0.0000103,, 0.1794
 0.3406,   0.3406, 0.1841, 0.2800, 0.0000138, 0.0000241, 0.0000103,, 0.1841
 0.3484,   0.3484, 0.1817, 0.2828, 0.0000139, 0.0000235, 0.0000096,, 0.1817
 0.3563,   0.3563, 0.1862, 0.2927, 0.0000145, 0.0000241, 0.0000096,, 0.1862
 0.3642,   0.3642, 0.1937, 0.2969, 0.0000138, 0.0000238, 0.0000100,, 0.1937
 0.3721,   0.3721, 0.1850, 0.2949, 0.0000137, 0.0000225, 0.0000087,, 0.1850
 0.3799,   0.3799, 0.1932, 0.3025, 0.0000135, 0.0000227, 0.0000091,, 0.1932
 0.3878,   0.3878, 0.1981, 0.3054, 0.0000130, 0.0000222, 0.0000092,, 0.1981
 0.3957,   0.3957, 0.1995, 0.3098, 0.0000129, 0.0000219, 0.0000090,, 0.1995
 0.4036,   0.4036, 0.2029, 0.3176, 0.0000132, 0.0000221, 0.0000089,, 0.2029
 0.4114,   0.4114, 0.2152, 0.3239, 0.0000125, 0.0000222, 0.0000097,, 0.2152
 0.4193,   0.4193, 0.2201, 0.3334, 0.0000129, 0.0000226, 0.0000097,, 0.2201
 0.4272,   0.4272, 0.2315, 0.3415, 0.0000125, 0.0000229, 0.0000104,, 0.2315
 0.4351,   0.4351, 0.2437, 0.3561, 0.0000129, 0.0000240, 0.0000111,, 0.2437
 0.4429,   0.4429, 0.2731, 0.3804, 0.0000130, 0.0000264, 0.0000134,, 0.2731
 0.4508,   0.4508, 0.2886, 0.3967, 0.0000132, 0.0000277, 0.0000145,, 0.2886
 0.4587,   0.4587, 0.3206, 0.4207, 0.0000128, 0.0000301, 0.0000173,, 0.3206
 0.4665,   0.4665, 0.3623, 0.4561, 0.0000129, 0.0000342, 0.0000213,, 0.3623
 0.4744,   0.4744, 0.4030, 0.4942, 0.0000133, 0.0000389, 0.0000255,, 0.4030
 0.4823,   0.4823, 0.4560, 0.5440, 0.0000139, 0.0000456, 0.0000317,, 0.4560
