 0.1279,   0.1279, 0.4363, 0.4400, 0.0000120, 0.0004457, 0.0004337,, 0.4363
 0.1358,   0.1358, 0.4095, 0.4137, 0.0000105, 0.0003502, 0.0003397,, 0.4095
 0.1437,   0.1437, 0.3726, 0.3773, 0.0000090, 0.0002606, 0.0002516,, 0.3726
 0.1516,   0.1516, 0.3425, 0.3471, 0.0000072, 0.0001986, 0.0001914,, 0.3425
 0.1594,   0.1594, 0.3080, 0.3147, 0.0000077, 0.0001477, 0.0001400,, 0.3080
 0.1673,   0.1673, 0.2838, 0.2909, 0.0000066, 0.0001147, 0.0001081,, 0.2838
 0.1752,   0.1752, 0.2587, 0.2672, 0.0000063, 0.0000884, 0.0000820,, 0.2587
 0.1831,   0.1831, 0.2314, 0.2410, 0.0000058, 0.0000659, 0.0000601,, 0.2314
 0.1909,   0.1909, 0.2134, 0.2253, 0.0000059, 0.0000530, 0.0000470,, 0.2134
 0.1988,   0.1988, 0.1983, 0.2115, 0.0000056, 0.0000431, 0.0000375,, 0.1983
 0.2067,   0.2067, 0.1861, 0.1998, 0.0000050, 0.0000356, 0.0000306,, 0.1861
 0.2146,   0.2146, 0.1696, 0.1859, 0.0000051, 0.0000287, 0.0000236,, 0.1696
 0.2224,   0.2224, 0.1647, 0.1807, 0.0000045, 0.0000252, 0.0000207,, 0.1647
 0.2303,   0.2303, 0.1558, 0.1750, 0.0000048, 0.0000221, 0.0000173,, 0.1558
 0.2382,   0.2382, 0.1469, 0.1665, 0.0000043, 0.0000187, 0.0000144,, 0.1469
 0.2461,   0.2461, 0.1423, 0.1622, 0.0000039, 0.0000166, 0.0000127,, 0.1423
 0.2539,   0.2539, 0.1430, 0.1643, 0.0000040, 0.0000160, 0.0000120,, 0.1430
 0.2618,   0.2618, 0.1364, 0.1607, 0.0000041, 0.0000144, 0.0000103,, 0.1364
 0.2697,   0.2697, 0.1353, 0.1598, 0.0000039, 0.0000134, 0.0000095,, 0.1353
 0.2776,   0.2776, 0.1323, 0.1606, 0.0000042, 0.0000128, 0.0000086,, 0.1323
 0.2854,   0.2854, 0.1325, 0.1608, 0.0000040, 0.0000122, 0.0000082,, 0.1325
 0.2933,   0.2933, 0.1324, 0.1599, 0.0000037, 0.0000114, 0.0000077,, 0.1324
 0.3012,   0.3012, 0.1345, 0.1624, 0.0000036, 0.0000112, 0.0000076,, 0.1345
 0.3091,   0.3091, 0.1379, 0.1662, 0.0000035, 0.0000111, 0.0000076,, 0.1379
 0.3169,   0.3169, 0.1349, 0.1677, 0.0000039, 0.0000107, 0.0000069,, 0.1349
 0.3248,   0.3248, 0.1383, 0.1694, 0.0000036, 0.0000104, 0.0000069,, 0.1383
 0.3327,   0.3327, 0.1433, 0.1744, 0.0000035, 0.0000105, 0.0000070,, 0.1433
 0.3406,   0.3406, 0.1488, 0.1807, 0.0000036, 0.0000108, 0.0000073,, 0.1488
 0.3484,   0.3484, 0.1543, 0.1862, 0.0000035, 0.0000110, 0.0000075,, 0.1543
 0.3563,   0.3563, 0.1604, 0.1947, 0.0000038, 0.0000115, 0.0000077,, 0.1604
 0.3642,   0.3642, 0.1670, 0.2003, 0.0000036, 0.0000116, 0.0000080,, 0.1670
 0.3721,   0.3721, 0.1759, 0.2064, 0.0000033, 0.0000118, 0.0000085,, 0.1759
 0.3799,   0.3799, 0.1832, 0.2155, 0.0000035, 0.0000124, 0.0000089,, 0.1832
 0.3878,   0.3878, 0.1893, 0.2205, 0.0000034, 0.0000124, 0.0000091,, 0.1893
 0.3957,   0.3957, 0.1965, 0.2290, 0.0000035, 0.0000129, 0.0000094,, 0.1965
 0.4036,   0.4036, 0.2028, 0.2340, 0.0000033, 0.0000129, 0.0000096,, 0.2028
 0.4114,   0.4114, 0.2096, 0.2411, 0.0000033, 0.0000132, 0.0000099,, 0.2096
 0.4193,   0.4193, 0.2184, 0.2506, 0.0000034, 0.0000137, 0.0000103,, 0.2184
 0.4272,   0.4272, 0.2270, 0.2587, 0.0000034, 0.0000141, 0.0000108,, 0.2270
 0.4351,   0.4351, 0.2410, 0.2723, 0.0000034, 0.0000151, 0.0000117,, 0.2410
 0.4429,   0.4429, 0.2554, 0.2881, 0.0000036, 0.0000163, 0.0000127,, 0.2554
 0.4508,   0.4508, 0.2670, 0.2992, 0.0000036, 0.0000170, 0.0000134,, 0.2670
 0.4587,   0.4587, 0.2900, 0.3200, 0.0000035, 0.0000188, 0.0000152,, 0.2900
 0.4665,   0.4665, 0.3170, 0.3443, 0.0000034, 0.0000210, 0.0000176,, 0.3170
 0.4744,   0.4744, 0.3485, 0.3750, 0.0000035, 0.0000241, 0.0000206,, 0.3485
 0.4823,   0.4823, 0.3909, 0.4159, 0.0000036, 0.0000287, 0.0000251,, 0.3909
 0.4902,   0.4902, 0.4548, 0.4772, 0.0000037, 0.0000365, 0.0000328,, 0.4548
 0.4980,   0.4980, 0.5126, 0.5643, 0.0000091, 0.0000495, 0.0000404,, 0.5126

MTFnn C/P, Mean,  Seg 1,
MTF70 C/P,0.0756, 0.0756, 
MTF50 C/P,0.1141, 0.1141, 
MTF30 C/P,0.1620, 0.1620, 
MTF20 C/P,0.1979, 0.1979, 
MTF10 C/P,0.0000, 0.0000, 
MTFnnP C/P, Mean,  Seg 1,
MTF70P C/P,0.0756, 0.0756, 
MTF50P C/P,0.1141, 0.1141, 
MTF30P C/P,0.1620, 0.1620, 
MTF20P C/P,0.1979, 0.1979, 
MTF10P C/P,0.0000, 0.0000, 
Undersharpening %,24.926

Acutance (CPIQ), Region, 1 of 1
Print height ,Viewing dist (cm),Acutance
   40,  1.00,  0.00
   40,  2.00,  0.00
   40,  3.00,  0.01
   40,  4.00,  0.01
   40,  5.00,  0.02
   40,  6.00,  0.03
   40,  7.00,  0.03
   40,  8.00,  0.04
   40,  9.00,  0.05
   40, 10.00,  0.05
   40, 11.00,  0.06
   40, 12.00,  0.07
   40, 13.00,  0.08
   40, 14.00,  0.09
   40, 15.00,  0.10
   40, 16.00,  0.10
   40, 17.00,  0.11
   40, 18.00,  0.12
   40, 19.00,  0.13
   40, 20.00,  0.14
   40, 21.00,  0.15
   40, 22.00,  0.15
   40, 23.00,  0.16
   40, 24.00,  0.17
   40, 25.00,  0.18
   40, 26.00,  0.19
   40, 27.00,  0.19
   40, 28.00,  0.20
   40, 29.00,  0.21
   40, 30.00,  0.22
   40, 31.00,  0.23
   40, 32.00,  0.23
   40, 33.00,  0.24
   40, 34.00,  0.25
   40, 35.00,  0.26
   40, 36.00,  0.26
   40, 37.00,  0.27
   40, 38.00,  0.28
   40, 39.00,  0.29
   40, 40.00,  0.29
   40, 41.00,  0.30
   40, 42.00,  0.31
   40, 43.00,  0.31
   40, 44.00,  0.32
   40, 45.00,  0.33
   40, 46.00,  0.33
   40, 47.00,  0.34
   40, 48.00,  0.35
   40, 49.00,  0.35
   40, 50.00,  0.36
   40, 51.00,  0.37
   40, 52.00,  0.37
   40, 53.00,  0.38
   40, 54.00,  0.38
   40, 55.00,  0.39
   40, 56.00,  0.40
   40, 57.00,  0.40
   40, 58.00,  0.41
   40, 59.00,  0.41
   40, 60.00,  0.42
   40, 61.00,  0.42
   40, 62.00,  0.43
   40, 63.00,  0.43
   40, 64.00,  0.44
   40, 65.00,  0.45
   40, 66.00,  0.45
   40, 67.00,  0.46
   40, 68.00,  0.46
   40, 69.00,  0.47
   40, 70.00,  0.47
   40, 71.00,  0.47
   40, 72.00,  0.48
   40, 73.00,  0.48
   40, 74.00,  0.49
   40, 75.00,  0.49
   40, 76.00,  0.50
   40, 77.00,  0.50
   40, 78.00,  0.51
   40, 79.00,  0.51
   40, 80.00,  0.51
   40, 81.00,  0.52
   40, 82.00,  0.52
   40, 83.00,  0.53
   40, 84.00,  0.53
   40, 85.00,  0.53
   40, 86.00,  0.54
   40, 87.00,  0.54
   40, 88.00,  0.55
   40, 89.00,  0.55
   40, 90.00,  0.55
   40, 91.00,  0.56
   40, 92.00,  0.56
   40, 93.00,  0.56
   40, 94.00,  0.57
   40, 95.00,  0.57
   40, 96.00,  0.57
   40, 97.00,  0.58
   40, 98.00,  0.58
   40, 99.00,  0.58
   40,100.00,  0.59
Use unnormalized MTF for Acutance calculation
CPIQ Results
Computer Monitor Acutance,0.360,
Computer Monitor Quality Loss,23.523,
5.5" Phone Display Acutance,0.830,
5.5" Phone Display Quality Loss,1.428,
UHDTV Display Acutance,0.521,
UHDTV Display Quality Loss,12.751,
Small Print Acutance,0.552,
Small Print Quality Loss,11.048,
Large Print Acutance,0.493,
Large Print Quality Loss,14.361,
Gamma, 0.5
Color channel, R
Max detected f (c/p), 0.498

Exif data












































































































































































































































































































