Imatest,5.1.36,,Random
File,OV13b10_AG4_ET11000_deadleaf_12M_20.raw
Run date,19-Mar-2026 14:55:22,,Build 2020-01-08

Image pixels (WxH),4032,3024
Crop,1673,1656
L R T B, 1194,2866,646,2301
pixels/in,0
pixels/mm,0
um/pixel,0
MTF30,0 Cy/Pxl,Secondary readout

Table of MTF
f (c/p),f (C/P),MTF,MTF w/noise,Noise PSD,S+N PSD,Signal PSD,,Seg 1
   40, 89.00,  0.62
   40, 90.00,  0.62
   40, 91.00,  0.63
   40, 92.00,  0.63
   40, 93.00,  0.63
   40, 94.00,  0.64
   40, 95.00,  0.64
   40, 96.00,  0.64
   40, 97.00,  0.65
   40, 98.00,  0.65
   40, 99.00,  0.65
   40,100.00,  0.65
Use unnormalized MTF for Acutance calculation
CPIQ Results
Computer Monitor Acutance,0.540,
Computer Monitor Quality Loss,11.719,
5.5" Phone Display Acutance,0.874,
5.5" Phone Display Quality Loss,0.737,
UHDTV Display Acutance,0.672,
UHDTV Display Quality Loss,5.757,
Small Print Acutance,0.611,
Small Print Quality Loss,8.217,
Large Print Acutance,0.570,
Large Print Quality Loss,10.133,
Gamma, 0.5
Color channel, R
Max detected f (c/p), 0.498

Exif data












































































































































































































































































































