Imatest,5.1.36,,Random
File,OV13b10_AG15.5_ET2800_deadleaf_12M_60.raw
Run date,19-Mar-2026 14:55:22,,Build 2020-01-08

Image pixels (WxH),4032,3024
Crop,1669,1653
L R T B, 1194,2862,647,2299
pixels/in,0
pixels/mm,0
um/pixel,0
MTF30,0 Cy/Pxl,Secondary readout

Table of MTF
f (c/p),f (C/P),MTF,MTF w/noise,Noise PSD,S+N PSD,Signal PSD,,Seg 1
   40, 47.00,  0.42
   40, 48.00,  0.43
   40, 49.00,  0.43
   40, 50.00,  0.44
   40, 51.00,  0.44
   40, 52.00,  0.45
   40, 53.00,  0.46
   40, 54.00,  0.46
   40, 55.00,  0.47
   40, 56.00,  0.47
   40, 57.00,  0.48
   40, 58.00,  0.48
   40, 59.00,  0.49
   40, 60.00,  0.49
   40, 61.00,  0.50
   40, 62.00,  0.50
   40, 63.00,  0.51
   40, 64.00,  0.51
   40, 65.00,  0.52
   40, 66.00,  0.52
   40, 67.00,  0.52
   40, 68.00,  0.53
   40, 69.00,  0.53
   40, 70.00,  0.54
   40, 71.00,  0.54
   40, 72.00,  0.55
   40, 73.00,  0.55
   40, 74.00,  0.55
   40, 75.00,  0.56
   40, 76.00,  0.56
   40, 77.00,  0.57
   40, 78.00,  0.57
   40, 79.00,  0.57
   40, 80.00,  0.58
   40, 81.00,  0.58
   40, 82.00,  0.58
   40, 83.00,  0.59
   40, 84.00,  0.59
   40, 85.00,  0.59
   40, 86.00,  0.60
   40, 87.00,  0.60
   40, 88.00,  0.60
   40, 89.00,  0.61
   40, 90.00,  0.61
   40, 91.00,  0.61
   40, 92.00,  0.62
   40, 93.00,  0.62
   40, 94.00,  0.62
   40, 95.00,  0.62
   40, 96.00,  0.63
   40, 97.00,  0.63
   40, 98.00,  0.63
   40, 99.00,  0.64
   40,100.00,  0.64
Use unnormalized MTF for Acutance calculation
CPIQ Results
Computer Monitor Acutance,0.561,
Computer Monitor Quality Loss,10.594,
5.5" Phone Display Acutance,0.852,
5.5" Phone Display Quality Loss,1.050,
UHDTV Display Acutance,0.666,
UHDTV Display Quality Loss,5.977,
Small Print Acutance,0.596,
Small Print Quality Loss,8.918,
Large Print Acutance,0.558,
Large Print Quality Loss,10.780,
Gamma, 0.5
Color channel, R
Max detected f (c/p), 0.498

Exif data












































































































































































































































































































