Imatest,5.1.36,,Random
File,OV13b10_AG8_ET5500_deadleaf_12M_40_denoised_A_model_mixup025.raw
Run date,24-Mar-2026 11:23:32,,Build 2020-01-08

Image pixels (WxH),4032,3024
Crop,1668,1652
L R T B, 1194,2861,648,2299
pixels/in,0
pixels/mm,0
um/pixel,0
MTF30,0.109 Cy/Pxl,Secondary readout

Table of MTF
f (c/p),f (C/P),MTF,MTF w/noise,Noise PSD,S+N PSD,Signal PSD,,Seg 1
 0.0020,   0.0020, 0.8635, 0.8625, 0.0096911, 1.0000000, 0.9903089,, 0.8635
 0.0098,   0.0098, 0.9420, 0.9564, 0.0096911, 0.2322519, 0.2225607,, 0.9420
 0.0177,   0.0177, 1.0000, 1.0000, 0.0011106, 0.0913211, 0.0902106,, 1.0000
 0.0256,   0.0256, 0.9193, 0.9168, 0.0002716, 0.0392178, 0.0389462,, 0.9193
 0.0335,   0.0335, 0.8450, 0.8428, 0.0001373, 0.0200314, 0.0198942,, 0.8450
 0.0413,   0.0413, 0.7722, 0.7718, 0.0001261, 0.0112442, 0.0111181,, 0.7722
 0.0492,   0.0492, 0.6951, 0.6948, 0.0000739, 0.0065254, 0.0064515,, 0.6951
 0.0571,   0.0571, 0.6421, 0.6420, 0.0000490, 0.0041837, 0.0041347,, 0.6421
 0.0649,   0.0649, 0.5739, 0.5753, 0.0000439, 0.0026149, 0.0025710,, 0.5739
 0.0728,   0.0728, 0.5038, 0.5059, 0.0000331, 0.0016183, 0.0015853,, 0.5038
 0.0807,   0.0807, 0.4473, 0.4504, 0.0000271, 0.0010507, 0.0010236,, 0.4473
 0.0886,   0.0886, 0.3997, 0.4048, 0.0000263, 0.0007078, 0.0006815,, 0.3997
 0.0964,   0.0964, 0.3548, 0.3599, 0.0000188, 0.0004734, 0.0004545,, 0.3548
 0.1043,   0.1043, 0.3197, 0.3267, 0.0000181, 0.0003343, 0.0003162,, 0.3197
 0.1122,   0.1122, 0.2847, 0.2937, 0.0000169, 0.0002342, 0.0002174,, 0.2847
 0.1201,   0.1201, 0.2594, 0.2696, 0.0000148, 0.0001728, 0.0001580,, 0.2594
 0.1279,   0.1279, 0.2360, 0.2467, 0.0000122, 0.0001277, 0.0001155,, 0.2360
 0.1358,   0.1358, 0.2218, 0.2357, 0.0000130, 0.0001036, 0.0000906,, 0.2218
 0.1437,   0.1437, 0.2061, 0.2217, 0.0000120, 0.0000820, 0.0000700,, 0.2061
 0.1516,   0.1516, 0.1937, 0.2108, 0.0000111, 0.0000667, 0.0000557,, 0.1937
 0.1594,   0.1594, 0.1750, 0.1961, 0.0000112, 0.0000523, 0.0000411,, 0.1750
 0.1673,   0.1673, 0.1676, 0.1886, 0.0000097, 0.0000439, 0.0000343,, 0.1676
 0.1752,   0.1752, 0.1594, 0.1820, 0.0000090, 0.0000374, 0.0000283,, 0.1594
 0.1831,   0.1831, 0.1531, 0.1760, 0.0000081, 0.0000320, 0.0000239,, 0.1531
 0.1909,   0.1909, 0.1483, 0.1738, 0.0000081, 0.0000288, 0.0000207,, 0.1483
 0.1988,   0.1988, 0.1440, 0.1724, 0.0000081, 0.0000261, 0.0000180,, 0.1440
 0.2067,   0.2067, 0.1395, 0.1667, 0.0000070, 0.0000226, 0.0000156,, 0.1395
 0.2146,   0.2146, 0.1331, 0.1639, 0.0000071, 0.0000203, 0.0000132,, 0.1331
 0.2224,   0.2224, 0.1338, 0.1654, 0.0000068, 0.0000192, 0.0000124,, 0.1338
 0.2303,   0.2303, 0.1293, 0.1626, 0.0000065, 0.0000173, 0.0000108,, 0.1293
 0.2382,   0.2382, 0.1293, 0.1643, 0.0000064, 0.0000166, 0.0000101,, 0.1293
 0.2461,   0.2461, 0.1273, 0.1641, 0.0000063, 0.0000155, 0.0000092,, 0.1273
 0.2539,   0.2539, 0.1185, 0.1674, 0.0000077, 0.0000152, 0.0000075,, 0.1185
 0.2618,   0.2618, 0.1200, 0.1650, 0.0000066, 0.0000139, 0.0000072,, 0.1200
 0.2697,   0.2697, 0.1198, 0.1653, 0.0000063, 0.0000131, 0.0000068,, 0.1198
 0.2776,   0.2776, 0.1220, 0.1689, 0.0000063, 0.0000129, 0.0000067,, 0.1220
 0.2854,   0.2854, 0.1206, 0.1678, 0.0000059, 0.0000121, 0.0000062,, 0.1206
 0.2933,   0.2933, 0.1212, 0.1704, 0.0000059, 0.0000118, 0.0000059,, 0.1212
 0.3012,   0.3012, 0.1244, 0.1706, 0.0000053, 0.0000112, 0.0000059,, 0.1244
 0.3091,   0.3091, 0.1242, 0.1734, 0.0000054, 0.0000110, 0.0000056,, 0.1242
 0.3169,   0.3169, 0.1176, 0.1751, 0.0000059, 0.0000107, 0.0000048,, 0.1176
 0.3248,   0.3248, 0.1209, 0.1775, 0.0000057, 0.0000104, 0.0000048,, 0.1209
 0.3327,   0.3327, 0.1188, 0.1784, 0.0000057, 0.0000101, 0.0000044,, 0.1188
 0.3406,   0.3406, 0.1219, 0.1828, 0.0000057, 0.0000101, 0.0000044,, 0.1219
 0.3484,   0.3484, 0.1220, 0.1859, 0.0000057, 0.0000100, 0.0000042,, 0.1220
 0.3563,   0.3563, 0.1221, 0.1920, 0.0000061, 0.0000102, 0.0000041,, 0.1221
 0.3642,   0.3642, 0.1275, 0.1937, 0.0000057, 0.0000099, 0.0000042,, 0.1275
 0.3721,   0.3721, 0.1225, 0.1921, 0.0000056, 0.0000093, 0.0000038,, 0.1225
 0.3799,   0.3799, 0.1308, 0.1983, 0.0000054, 0.0000095, 0.0000041,, 0.1308
 0.3878,   0.3878, 0.1325, 0.2003, 0.0000053, 0.0000093, 0.0000040,, 0.1325
 0.3957,   0.3957, 0.1341, 0.2036, 0.0000053, 0.0000093, 0.0000040,, 0.1341
 0.4036,   0.4036, 0.1384, 0.2090, 0.0000053, 0.0000094, 0.0000041,, 0.1384
 0.4114,   0.4114, 0.1483, 0.2153, 0.0000051, 0.0000096, 0.0000045,, 0.1483
 0.4193,   0.4193, 0.1516, 0.2223, 0.0000053, 0.0000099, 0.0000045,, 0.1516
 0.4272,   0.4272, 0.1649, 0.2311, 0.0000051, 0.0000103, 0.0000052,, 0.1649
 0.4351,   0.4351, 0.1769, 0.2440, 0.0000053, 0.0000110, 0.0000057,, 0.1769
 0.4429,   0.4429, 0.2021, 0.2648, 0.0000053, 0.0000125, 0.0000072,, 0.2021
 0.4508,   0.4508, 0.2168, 0.2798, 0.0000055, 0.0000135, 0.0000080,, 0.2168
 0.4587,   0.4587, 0.2472, 0.3041, 0.0000054, 0.0000154, 0.0000101,, 0.2472
 0.4665,   0.4665, 0.2843, 0.3362, 0.0000054, 0.0000182, 0.0000129,, 0.2843
 0.4744,   0.4744, 0.3258, 0.3752, 0.0000056, 0.0000220, 0.0000164,, 0.3258
 0.4823,   0.4823, 0.3753, 0.4226, 0.0000060, 0.0000270, 0.0000210,, 0.3753
 0.4902,   0.4902, 0.4536, 0.4945, 0.0000060, 0.0000358, 0.0000297,, 0.4536
 0.4980,   0.4980, 0.5188, 0.5966, 0.0000128, 0.0000504, 0.0000377,, 0.5188

MTFnn C/P, Mean,  Seg 1,
MTF70 C/P,0.0487, 0.0487, 
MTF50 C/P,0.0733, 0.0733, 
MTF30 C/P,0.1087, 0.1087, 
MTF20 C/P,0.1476, 0.1476, 
MTF10 C/P,0.0000, 0.0000, 
MTFnnP C/P, Mean,  Seg 1,
MTF70P C/P,0.0487, 0.0487, 
MTF50P C/P,0.0733, 0.0733, 
MTF30P C/P,0.1087, 0.1087, 
MTF20P C/P,0.1476, 0.1476, 
MTF10P C/P,0.0000, 0.0000, 
Undersharpening %,25.408

Acutance (CPIQ), Region, 1 of 1
Print height ,Viewing dist (cm),Acutance
