Small Print Quality Loss,11.077,
Large Print Acutance,0.494,
Large Print Quality Loss,14.294,
Gamma, 0.5
Color channel, R
Max detected f (c/p), 0.498

Exif data












































































































































































































































































































